2022-04-14 20:00:25.654 UTC [20] LOG:  database system was interrupted; last known up at 2022-04-13 23:01:08 UTC
2022-04-14 21:50:58.179 UTC [236] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:50:58.215 UTC [236] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:50:58.220 UTC [236] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:50:58.225 UTC [236] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:50:58.225 UTC [236] DETAIL:  parameters: $1 = '1'
2022-04-14 21:50:58.226 UTC [236] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:51:10.710 UTC [237] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:51:10.711 UTC [237] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:51:10.816 UTC [237] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:51:10.830 UTC [237] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:51:10.838 UTC [237] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users"
2022-04-14 21:51:10.845 UTC [237] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:51:12.790 UTC [238] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:51:12.790 UTC [238] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:51:12.825 UTC [238] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:51:12.828 UTC [238] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:51:12.835 UTC [238] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users"
2022-04-14 21:51:12.843 UTC [238] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:51:16.146 UTC [239] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:51:16.147 UTC [239] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:51:16.183 UTC [239] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:51:16.186 UTC [239] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:51:16.191 UTC [239] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:51:16.191 UTC [239] DETAIL:  parameters: $1 = '1'
2022-04-14 21:51:16.191 UTC [239] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:51:29.492 UTC [240] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:51:29.493 UTC [240] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:51:29.530 UTC [240] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:51:29.533 UTC [240] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:51:29.539 UTC [240] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:51:29.539 UTC [240] DETAIL:  parameters: $1 = '1'
2022-04-14 21:51:29.540 UTC [240] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:52:06.624 UTC [242] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:52:06.626 UTC [242] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:52:06.661 UTC [242] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:52:06.671 UTC [242] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:52:06.677 UTC [242] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:52:06.677 UTC [242] DETAIL:  parameters: $1 = '1'
2022-04-14 21:52:06.678 UTC [242] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:52:26.110 UTC [243] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:52:26.111 UTC [243] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:52:26.146 UTC [243] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:52:26.150 UTC [243] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:52:26.154 UTC [243] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:52:26.154 UTC [243] DETAIL:  parameters: $1 = '1'
2022-04-14 21:52:26.155 UTC [243] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:52:41.413 UTC [245] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:52:41.414 UTC [245] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:52:41.453 UTC [245] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:52:41.457 UTC [245] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:52:41.462 UTC [245] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users"
2022-04-14 21:52:41.469 UTC [245] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:53:00.028 UTC [246] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:53:00.029 UTC [246] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:53:00.063 UTC [246] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:53:00.066 UTC [246] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:53:00.072 UTC [246] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users"
2022-04-14 21:53:00.078 UTC [246] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:53:01.166 UTC [247] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:53:01.167 UTC [247] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:53:01.203 UTC [247] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:53:01.207 UTC [247] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:53:01.211 UTC [247] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users"
2022-04-14 21:53:01.216 UTC [247] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:53:02.578 UTC [248] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:53:02.578 UTC [248] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:53:02.619 UTC [248] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:53:02.623 UTC [248] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:53:02.628 UTC [248] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:53:02.628 UTC [248] DETAIL:  parameters: $1 = '1'
2022-04-14 21:53:02.630 UTC [248] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:57:35.416 UTC [253] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:57:35.417 UTC [253] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:57:35.455 UTC [253] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:57:35.458 UTC [253] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:57:35.462 UTC [253] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:57:35.462 UTC [253] DETAIL:  parameters: $1 = '1'
2022-04-14 21:57:35.463 UTC [253] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:57:49.068 UTC [255] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:57:49.069 UTC [255] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:57:49.103 UTC [255] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:57:49.107 UTC [255] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:57:49.112 UTC [255] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:57:49.112 UTC [255] DETAIL:  parameters: $1 = '1'
2022-04-14 21:57:49.113 UTC [255] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:57:54.920 UTC [256] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:57:54.921 UTC [256] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:57:54.957 UTC [256] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:57:54.960 UTC [256] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:57:54.965 UTC [256] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:57:54.965 UTC [256] DETAIL:  parameters: $1 = '1'
2022-04-14 21:57:54.966 UTC [256] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:58:09.934 UTC [257] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:58:09.934 UTC [257] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:58:09.971 UTC [257] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
2022-04-14 21:58:09.974 UTC [257] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-14 21:58:09.979 UTC [257] LOG:  execute pdo_stmt_00000003: SELECT "users"."id", "users"."firstname", "users"."lastname", "users"."email", "users"."password" FROM "public"."users" WHERE "users"."email" = 'louise.doe@email.com' LIMIT $1
2022-04-14 21:58:09.979 UTC [257] DETAIL:  parameters: $1 = '1'
2022-04-14 21:58:09.980 UTC [257] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-14 21:58:55.100 UTC [259] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='users'
2022-04-14 21:58:55.101 UTC [259] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-14 21:58:55.135 UTC [259] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='users' ORDER BY c.ordinal_position
