2022-04-25 14:34:02.982 UTC [21] LOG:  database system was shut down at 2022-04-19 15:02:23 UTC
2022-04-25 15:29:30.523 UTC [181] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:29:30.523 UTC [181] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:29:30.563 UTC [181] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:29:30.567 UTC [181] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:29:30.575 UTC [181] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:29:30.583 UTC [181] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:24.375 UTC [184] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:24.376 UTC [184] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:24.404 UTC [184] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:24.407 UTC [184] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:24.410 UTC [184] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:30:24.415 UTC [184] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:25.942 UTC [185] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:25.943 UTC [185] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:25.970 UTC [185] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:25.974 UTC [185] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:25.979 UTC [185] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries" WHERE "countries"."id" = '5' LIMIT $1
2022-04-25 15:30:25.979 UTC [185] DETAIL:  parameters: $1 = '1'
2022-04-25 15:30:25.980 UTC [185] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:25.981 UTC [185] LOG:  execute pdo_stmt_00000004: DELETE FROM "public"."countries" WHERE "id" = $1
2022-04-25 15:30:25.981 UTC [185] DETAIL:  parameters: $1 = '5'
2022-04-25 15:30:25.983 UTC [185] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-25 15:30:26.051 UTC [186] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:26.057 UTC [186] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:26.083 UTC [186] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:26.086 UTC [186] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:26.090 UTC [186] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:30:26.096 UTC [186] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:27.397 UTC [187] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:27.398 UTC [187] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:27.441 UTC [187] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:27.445 UTC [187] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:27.452 UTC [187] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries" WHERE "countries"."id" = '6' LIMIT $1
2022-04-25 15:30:27.452 UTC [187] DETAIL:  parameters: $1 = '1'
2022-04-25 15:30:27.452 UTC [187] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:27.453 UTC [187] LOG:  execute pdo_stmt_00000004: DELETE FROM "public"."countries" WHERE "id" = $1
2022-04-25 15:30:27.453 UTC [187] DETAIL:  parameters: $1 = '6'
2022-04-25 15:30:27.455 UTC [187] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-25 15:30:27.501 UTC [188] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:27.501 UTC [188] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:27.524 UTC [188] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:27.527 UTC [188] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:27.532 UTC [188] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:30:27.536 UTC [188] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:28.180 UTC [189] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:28.180 UTC [189] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:28.235 UTC [189] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:28.238 UTC [189] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:28.247 UTC [189] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries" WHERE "countries"."id" = '7' LIMIT $1
2022-04-25 15:30:28.247 UTC [189] DETAIL:  parameters: $1 = '1'
2022-04-25 15:30:28.249 UTC [189] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:28.253 UTC [189] LOG:  execute pdo_stmt_00000004: DELETE FROM "public"."countries" WHERE "id" = $1
2022-04-25 15:30:28.253 UTC [189] DETAIL:  parameters: $1 = '7'
2022-04-25 15:30:28.256 UTC [189] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-25 15:30:28.313 UTC [190] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:28.314 UTC [190] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:28.345 UTC [190] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:28.347 UTC [190] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:28.351 UTC [190] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:30:28.356 UTC [190] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:28.888 UTC [191] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:28.889 UTC [191] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:28.929 UTC [191] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:28.933 UTC [191] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:28.938 UTC [191] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries" WHERE "countries"."id" = '8' LIMIT $1
2022-04-25 15:30:28.938 UTC [191] DETAIL:  parameters: $1 = '1'
2022-04-25 15:30:28.939 UTC [191] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:28.940 UTC [191] LOG:  execute pdo_stmt_00000004: DELETE FROM "public"."countries" WHERE "id" = $1
2022-04-25 15:30:28.940 UTC [191] DETAIL:  parameters: $1 = '8'
2022-04-25 15:30:28.948 UTC [191] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-25 15:30:29.006 UTC [192] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:29.007 UTC [192] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:29.041 UTC [192] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:29.044 UTC [192] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:29.049 UTC [192] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:30:29.056 UTC [192] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:29.477 UTC [193] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:29.478 UTC [193] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:29.509 UTC [193] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:29.513 UTC [193] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:29.518 UTC [193] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries" WHERE "countries"."id" = '9' LIMIT $1
2022-04-25 15:30:29.518 UTC [193] DETAIL:  parameters: $1 = '1'
2022-04-25 15:30:29.519 UTC [193] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:29.520 UTC [193] LOG:  execute pdo_stmt_00000004: DELETE FROM "public"."countries" WHERE "id" = $1
2022-04-25 15:30:29.520 UTC [193] DETAIL:  parameters: $1 = '9'
2022-04-25 15:30:29.523 UTC [193] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-25 15:30:29.604 UTC [194] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:29.605 UTC [194] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:29.630 UTC [194] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:29.632 UTC [194] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:29.636 UTC [194] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:30:29.640 UTC [194] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:30.026 UTC [195] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:30.027 UTC [195] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:30.052 UTC [195] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:30.054 UTC [195] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:30.058 UTC [195] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries" WHERE "countries"."id" = '10' LIMIT $1
2022-04-25 15:30:30.058 UTC [195] DETAIL:  parameters: $1 = '1'
2022-04-25 15:30:30.059 UTC [195] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:30.060 UTC [195] LOG:  execute pdo_stmt_00000004: DELETE FROM "public"."countries" WHERE "id" = $1
2022-04-25 15:30:30.060 UTC [195] DETAIL:  parameters: $1 = '10'
2022-04-25 15:30:30.062 UTC [195] LOG:  statement: DEALLOCATE pdo_stmt_00000004
2022-04-25 15:30:30.113 UTC [196] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:30.113 UTC [196] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:30.140 UTC [196] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
2022-04-25 15:30:30.143 UTC [196] LOG:  statement: DEALLOCATE pdo_stmt_00000002
2022-04-25 15:30:30.147 UTC [196] LOG:  execute pdo_stmt_00000003: SELECT "countries"."id", "countries"."name", "countries"."short_name", "countries"."created_at", "countries"."updated_at" FROM "public"."countries"
2022-04-25 15:30:30.152 UTC [196] LOG:  statement: DEALLOCATE pdo_stmt_00000003
2022-04-25 15:30:30.409 UTC [197] LOG:  execute pdo_stmt_00000001: SELECT CASE WHEN COUNT(*) > 0 THEN 1 ELSE 0 END FROM information_schema.tables WHERE table_schema = 'public' AND table_name='countries'
2022-04-25 15:30:30.410 UTC [197] LOG:  statement: DEALLOCATE pdo_stmt_00000001
2022-04-25 15:30:30.437 UTC [197] LOG:  execute pdo_stmt_00000002: SELECT DISTINCT c.column_name AS Field, c.data_type AS Type, c.character_maximum_length AS Size, c.numeric_precision AS NumericSize, c.numeric_scale AS NumericScale, c.is_nullable AS Null, CASE WHEN pkc.column_name NOTNULL THEN 'PRI' ELSE '' END AS Key, CASE WHEN c.data_type LIKE '%int%' AND c.column_default LIKE '%nextval%' THEN 'auto_increment' ELSE '' END AS Extra, c.ordinal_position AS Position, c.column_default FROM information_schema.columns c LEFT JOIN ( SELECT kcu.column_name, kcu.table_name, kcu.table_schema FROM information_schema.table_constraints tc INNER JOIN information_schema.key_column_usage kcu on (kcu.constraint_name = tc.constraint_name and kcu.table_name=tc.table_name and kcu.table_schema=tc.table_schema) WHERE tc.constraint_type='PRIMARY KEY') pkc ON (c.column_name=pkc.column_name AND c.table_schema = pkc.table_schema AND c.table_name=pkc.table_name) WHERE c.table_schema='public' AND c.table_name='countries' ORDER BY c.ordinal_position
